study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	nominal_length	library_layout	read_count	base_count	fastq_ftp	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	sample_alias	sample_title
PRJEB7359	SAMEA3174140	ERS627681	ERX644366	ERR700031	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	127504091	25500818200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700031/ERR700031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700031/ERR700031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_34_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_34_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700031	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700031	FST_34	FST_34
PRJEB7359	SAMEA3174141	ERS627682	ERX644367	ERR700032	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	52311842	10462368400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700032/ERR700032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700032/ERR700032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_35_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_35_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700032	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700032	FST_35	FST_35
PRJEB7359	SAMEA3174142	ERS627683	ERX644368	ERR700033	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	86233432	17246686400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700033/ERR700033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700033/ERR700033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_36_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_36_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700033	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700033	FST_36	FST_36
PRJEB7359	SAMEA3174143	ERS627684	ERX644369	ERR700034	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	118274354	23654870800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700034/ERR700034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700034/ERR700034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_37_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_37_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700034	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700034	FST_37	FST_37
PRJEB7359	SAMEA3174144	ERS627685	ERX644370	ERR700035	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	101061470	20212294000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700035/ERR700035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700035/ERR700035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_39_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_39_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700035	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700035	FST_39	FST_39
PRJEB7359	SAMEA3174145	ERS627686	ERX644371	ERR700036	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	79593359	15918671800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700036/ERR700036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700036/ERR700036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_41_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_41_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700036	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700036	FST_41	FST_41
PRJEB7359	SAMEA3174146	ERS627687	ERX644372	ERR700037	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	82622885	16524577000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700037/ERR700037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700037/ERR700037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_4_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_4_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700037	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700037	FST_4	FST_4
PRJEB7359	SAMEA3174147	ERS627688	ERX644373	ERR700038	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	105445282	21089056400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700038/ERR700038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700038/ERR700038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_5_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_5_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700038	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700038	FST_5	FST_5
PRJEB7359	SAMEA3174148	ERS627689	ERX644374	ERR700039	59864	Ficedula semitorquata	Illumina HiSeq 2000	450	PAIRED	111959235	22391847000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700039/ERR700039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700039/ERR700039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_7_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394031/bam/FST_7_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700039	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700039	FST_7	FST_7
PRJEB7359	SAMEA3175116	ERS628293	ERX644797	ERR700462	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	119699947	25778904300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700462/ERR700462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700462/ERR700462_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-001_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-001_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700462	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700462	FSP08-001	FSP08-001
PRJEB7359	SAMEA3175117	ERS628294	ERX644798	ERR700463	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	105438005	22661850200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700463/ERR700463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700463/ERR700463_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-002_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-002_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700463	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700463	FSP08-002	FSP08-002
PRJEB7359	SAMEA3175118	ERS628295	ERX644799	ERR700464	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	136945778	28987781200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700464/ERR700464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700464/ERR700464_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-006_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-006_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700464	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700464	FSP08-006	FSP08-006
PRJEB7359	SAMEA3175119	ERS628296	ERX644800	ERR700465	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	103822277	21220486200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700465/ERR700465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700465/ERR700465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-007_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-007_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700465	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700465	FSP08-007	FSP08-007
PRJEB7359	SAMEA3175120	ERS628297	ERX644801	ERR700466	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	104420933	22280865300	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700466/ERR700466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700466/ERR700466_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-009_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-009_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700466	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700466	FSP08-009	FSP08-009
PRJEB7359	SAMEA3175121	ERS628298	ERX644802	ERR700467	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	107335577	22994171500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700467/ERR700467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700467/ERR700467_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-010_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-010_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700467	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700467	FSP08-010	FSP08-010
PRJEB7359	SAMEA3175122	ERS628299	ERX644803	ERR700468	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	126139479	27425986000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700468/ERR700468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700468/ERR700468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-011_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-011_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700468	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700468	FSP08-011	FSP08-011
PRJEB7359	SAMEA3175123	ERS628300	ERX644804	ERR700469	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	130929792	28237810400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700469/ERR700469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700469/ERR700469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-012_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-012_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700469	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700469	FSP08-012	FSP08-012
PRJEB7359	SAMEA3175124	ERS628301	ERX644805	ERR700470	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	134281035	28592484050	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700470/ERR700470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700470/ERR700470_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-014_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-014_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700470	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700470	FSP08-014	FSP08-014
PRJEB7359	SAMEA3175125	ERS628302	ERX644806	ERR700471	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	143138350	30464221450	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700471/ERR700471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700471/ERR700471_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-015_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-015_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700471	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700471	FSP08-015	FSP08-015
PRJEB7359	SAMEA3175126	ERS628303	ERX644807	ERR700472	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	154601375	32651609850	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700472/ERR700472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700472/ERR700472_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-017_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-017_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700472	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700472	FSP08-017	FSP08-017
PRJEB7359	SAMEA3175127	ERS628304	ERX644808	ERR700473	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	171010653	36100118350	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700473/ERR700473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700473/ERR700473_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-018_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-018_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700473	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700473	FSP08-018	FSP08-018
PRJEB7359	SAMEA3175128	ERS628305	ERX644809	ERR700474	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	105915911	22779157650	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700474/ERR700474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700474/ERR700474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-019_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-019_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700474	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700474	FSP08-019	FSP08-019
PRJEB7359	SAMEA3175129	ERS628306	ERX644810	ERR700475	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	153008548	32159065150	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700475/ERR700475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700475/ERR700475_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-020_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-020_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700475	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700475	FSP08-020	FSP08-020
PRJEB7359	SAMEA3175130	ERS628307	ERX644811	ERR700476	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	112475111	24158662850	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700476/ERR700476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700476/ERR700476_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-021_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-021_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700476	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700476	FSP08-021	FSP08-021
PRJEB7359	SAMEA3175131	ERS628308	ERX644812	ERR700477	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	108830479	23957658250	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700477/ERR700477_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700477/ERR700477_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-022_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-022_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700477	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700477	FSP08-022	FSP08-022
PRJEB7359	SAMEA3175132	ERS628309	ERX644813	ERR700478	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	155544375	33386792800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700478/ERR700478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700478/ERR700478_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-023_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-023_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700478	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700478	FSP08-023	FSP08-023
PRJEB7359	SAMEA3175133	ERS628310	ERX644814	ERR700479	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	172059933	35960109600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700479/ERR700479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700479/ERR700479_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-024_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-024_F.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700479	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700479	FSP08-024	FSP08-024
PRJEB7359	SAMEA3175134	ERS628311	ERX644815	ERR700480	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	147687475	31407579950	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700480/ERR700480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700480/ERR700480_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-025_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-025_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700480	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700480	FSP08-025	FSP08-025
PRJEB7359	SAMEA3175135	ERS628312	ERX644816	ERR700481	126710	Ficedula speculigera	Illumina HiSeq 2000	450	PAIRED	118051195	25591522100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700481/ERR700481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700481/ERR700481_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-026_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394177/bam/FSP08-026_M.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700481	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700481	FSP08-026	FSP08-026
PRJEB7359	SAMEA3175208	ERS628385	ERX644889	ERR700626	126711	Ficedula parva	Illumina HiSeq 2000	450	PAIRED	98531379	19706275800	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700626/ERR700626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700626/ERR700626_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394179/bam/parva.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394179/bam/parva.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700626	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700626	NRM996601	NRM996601
PRJEB7359	SAMEA3175226	ERS628403	ERX644907	ERR700644	393709	Ficedula hyperythra	Illumina HiSeq 2000	450	PAIRED	69363627	13872725400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700644/ERR700644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR700/ERR700644/ERR700644_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394199/bam/F_hyperythra_X.merged.bam	ftp.sra.ebi.ac.uk/vol1/ERA394/ERA394199/bam/F_hyperythra_X.merged.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700644	ftp.sra.ebi.ac.uk/vol1/err/ERR700/ERR700644	FHYP_148317	FHYP_148317
